RN,HN,Y_lat,X_long,Y_utm,X_utm,R_G,R_G_1085,A_Glac,A_Agr,A_Bog,A_L,A_For,A_Mount,A_U,A_LE,H_10,H_20,H_30,H_40,H_50,H_60,H_70,H_80,H_90,H_MAX,H_MIN,H_F,Y_G_Lat,X_G_Long,Y_G_UTM,X_G_UTM,C_S,R_TL_net,P_Jan,P_Feb,P_Mar,P_Apr,P_Mai,P_Jun,P_Jul,P_Aug,P_Sep,P_Oct,P_Nov,P_Dec,T_Jan,T_Feb,T_Mar,T_Apr,T_Mai,T_Jun,T_Jul,T_Aug,T_Sep,T_Oct,T_Nov,T_Dec,T_N,W_Jan,W_Feb,W_Mar,W_Apr,W_Mai,W_Jun,W_Jul,W_Aug,W_Sep,W_Oct,W_Nov,W_Dec,ID,R_L_sqrt,log_R_G_1085,Q_N_cuberoot,T_Feb_sqrd,T_Mar_cubed,W_Mai_sqrt,A,C_L,Q_N,R_L,O,R_TL,P_N,P_Med1Max,P_Med2Max,P_Med3Max,P_Med4Max,P_Med5Max,P_S,W_N,W_Med1Max,W_Med2Max,W_Med3Max,W_Med4Max,W_Med5Max,Q_N_SN,A_P,D,D_net,M_200_h,M_200_d,M_200_d_SN
109,12,62.5269814,9.0800266,6946858,195609,38.45560404,36.05031758,0.4221725,0,1.055431249,3.377379997,13.50951999,78.94625744,0,0.083715043,870,1065,1190,1274,1346,1410,1481,1566,1664,1981,259,1722,62.45823913,9.026888357,6939694.906,192419.7322,15.11797787,421993.5868,60.20282777,46.85550607,53.0592448,37.6615169,31.62554137,51.24566233,75.24077647,67.51814847,72.4863464,66.1365452,61.5286536,71.67589767,-10.0823656,-9.700251787,-7.948968162,-5.121425216,1.002543426,5.352847339,6.789128525,6.527133327,2.435567899,-0.819309587,-6.031494773,-8.452346076,-2.170745057,1.37601,1.60431,2.088493333,16.68667333,226.7477067,256.17292,125.3178533,79.21325333,68.30672667,48.57539667,6.718166667,2.148473333,109-12,5.87429351480426,3.61227692336528,2.97346977800158,94.0948847311967,-502.264256168165,15.0581441984064,473.740000002636,23.4263709619005,26.2900000067883,34.5073242980714,130437.156451614,493641.729931279,695.236667239282,25.6286325125661,38.2310895052153,43.5969020093913,50.0398510011824,55.4941234853763,54.1596012969939,834.955983424731,75.3418199151388,70.4745468471945,38.1963642354331,54.1527282839734,82.8345466957732,2010.30851836831,3.63194057464993,1042.00981744378,890.770437169594,16.9999999990443,105.999999988121,57.0000000094307
16,122,59.6413994,8.311718,6630479,123333,20.47,25.36,0,0,11.64,3.1,59.79,21.85,0,0.27,790,822,848,880,914,946,992,1048,1093,1199,717,482,59.67830367,8.260424151,6634871.135,120850.9227,11.21306903,106410.1941,73.45039673,54.53865077,61.61571413,44.26023827,71.34166667,86.26349227,94.94111127,105.271905,110.1985717,115.8246824,89.26500037,71.99944437,-8.334823365,-8.378908456,-6.357368156,-2.317896817,3.638783911,8.892661383,10.4075832,9.388033801,5.312145507,1.649214037,-3.465579363,-6.713589355,0.310021361,2.7998,2.340666667,3.137166667,47.94103333,391.0645,159.3229667,102.6846667,113.3589667,118.7059667,106.7892667,26.3422,9.3723,16-122,4.30464864936636,3.27184770963431,2.67587097192299,70.2061069140283,-256.940217030165,19.7753508186328,42.2399999831882,12.0500000007632,19.1600000087616,18.5299999944916,46742.5858174658,120844.992547238,978.970873684909,34.9880950080274,48.6190475003567,57.1249999877542,67.0345235133254,76.2535709864432,66.9836231556317,1083.85949994252,51.7826097092372,48.1304357077004,27.0652177320632,35.6369570939505,55.3108704752655,1057.54674578979,0.903672725005287,2860.913641875,2519.18073124995,26.9999999998831,93.9999999746197,69.9999999965449
36,13,59.5815849,6.5395789,6635268,23002,51.43205363,24.5378834,0,0,0,2.895193978,2.895193978,86.85581934,0,1.213991553,663,708,747,784,833,900,995,1065,1194,1535,563,972,59.6037299,6.566461211,6637475.651,24907.44235,17.43140707,85242.12228,192.6792381,133.7185712,155.1524756,81.27447613,86.16638093,111.2121903,120.0942858,149.9311429,234.5260004,248.5786666,234.9642856,229.8810475,-6.011572978,-6.160325712,-4.833035332,-1.863809529,3.3347834,7.619568254,9.111658975,8.891585242,5.499625388,2.373898617,-2.088838086,-4.837188934,0.919695775,28.7666,19.88236667,23.69636667,87.06976667,409.7514667,410.206,261.8746333,201.3208667,243.1981,234.2308,124.1478333,72.86,36-13,2.86443711813638,3.2401629732469,4.51288488155572,37.9496128779283,-112.891153397902,20.2423187085867,34.5400000097219,7.63101194780885,91.9099999659916,8.20500000375745,33398.6446900747,98883.9658901927,1978.178761554,62.1714289763872,86.2942849640278,115.019999967149,132.278570971853,149.328570012437,63.9995871143129,2117.00479895893,50.6406383801727,45.2721123724769,22.7223111083975,33.0908372890627,49.8370525755122,4462.63552332811,1.03417370581997,2862.88261626254,2467.92479125157,29.0000000003923,197.000000051616,129.999999940774
127,13,63.7642021,11.7650728,7074780,340492,10.17376165,8.222133082,0,1.43,21.26,2.65,41.09,21.15,0.06,0.190378303,271,356,421,469,507,538,565,598,643,1031,39,992,63.68671329,11.96919921,7065639.059,350181.6024,8.249217311,1096396.569,74.9770195,60.8043009,63.14230287,57.7673442,56.63645887,72.50648697,97.48612007,92.51443243,123.3250753,109.8967979,77.02743403,93.28075353,-7.298683352,-6.813436719,-4.266915851,-0.498266936,5.175194109,9.702600959,11.21757664,10.64977803,6.605413772,2.965049294,-2.37578007,-5.15025567,1.659356184,29.18442333,22.34110667,37.53385667,140.2320167,232.9245,88.47821333,108.645,104.19728,138.63108,114.8448967,55.62185,40.46501333,127-13,7.29313141373568,2.22160636460644,3.25667268156214,46.4229199238175,-77.6859058781578,15.2618642373728,479.640000234433,33.5253177123069,34.5400000097219,53.1897658180182,162943.828505274,1185682.08960776,979.364526511742,31.996161484649,42.8773865109499,53.2866185205991,64.4338175164606,72.765766993327,62.6858830768958,1113.09923697112,51.406977640069,47.0302331773424,26.9488375542034,35.0348846011189,56.7953495922831,1115.57891117211,2.94359108658574,2472.02504253107,2285.87392290785,23.9999999916493,81.9999999783312,62.9999999753335
203,2,69.7316818,19.8621216,7743432,687806,29.59474746,30.364871,5.333333333,0,5.333333333,9.6,28.8,44.8,0,7.747335882,21,66,109,168,262,383,517,700,955,1533,3,1530,69.68937366,19.96385385,7739010.001,692200.5605,18.83552101,83728.59735,74.92260867,73.39695673,54.9715578,48.12811607,35.26101467,49.20159413,61.80684773,66.236268,76.95126747,103.7781525,85.1350725,86.218768,-8.807348058,-8.46521829,-6.913858122,-3.04342873,2.206794055,7.174363541,10.26653343,9.212662453,4.994983083,0.508208265,-4.409619562,-7.618453715,-0.407865138,17.8638,21.47023333,18.0106,82.9001,232.3602,135.026,74.48976667,70.5165,78.5523,86.91493333,39.36806667,25.9488,203-2,4.26367230558639,3.44568850867559,3.73083556015074,71.6599206973505,-330.492333610867,15.2433657700654,93.7500000140138,13.6690887644434,51.9300000074661,18.1789015294243,48629.019463849,115589.318450043,816.008224534736,27.7554345039814,39.4913044829251,47.0641309999011,53.6385870115519,60.4869565150297,62.8385078575704,883.42129977069,54.3290186697915,50.1015634404441,28.1160717714208,36.1158488387763,61.4948672512328,1111.88025426657,1.9278612002013,1232.95272994949,893.105038268315,23.0000000016296,138.999999981834,87.0000000300512
121,20,63.1404572,9.8161793,7011786,238900,18.04187138,12.63838453,0,3.35,14.74,4.92,59.29,13.97,0.03,0.688412547,286,336,377,418,460,509,552,627,746,1226,205,1021,63.05470323,9.940557145,7001799.005,244587.4006,8.674572239,403848.2863,63.65178957,54.5429473,56.1783394,48.4810529,41.23383677,64.82122773,93.4760351,79.41173107,95.14332197,83.36961383,72.1033451,79.82217513,-6.066037731,-5.592945407,-3.510076206,-0.188318916,5.816673854,9.674400393,10.88887794,10.43143295,6.433840154,2.970541794,-2.093880687,-4.463581955,2.025077182,18.13778333,16.66985,29.96598333,136.1159833,187.2967667,78.71703333,101.5606333,86.7066,100.3981667,77.98471667,37.91271667,31.04738333,121-20,6.35657203602897,2.61288820918418,2.83477051269427,31.2810383256824,-43.2463676577737,13.685640894748,282.67000013933,23.5486731017426,22.7799999995664,40.4060080492255,115970.84357456,468492.583394207,832.235416232244,27.4640355067073,39.158772014038,47.591578484967,53.4335080099962,59.0184210286785,54.7079221495153,902.513616835874,49.7059089803419,46.7645522793404,26.4177246201591,35.2361056289637,55.1833706193367,675.018691094821,2.4374229837977,1657.38347014451,1428.69171231948,21.9999999921171,73.9999999848915,63.999999976981
2,1,61.0547714,12.0207348,6772548,339180,13.34,15.43,0,0.85,26.97,1.2,70.05,0,0,0.81,473,492,517,546,566,596,627,654,679,744,449,295,61.07476654,11.95591595,6774995.141,335829.0744,3.753770858,44168.35967,42.4339321,37.47034207,41.29564107,43.26769253,62.46452993,81.77581217,91.00376043,84.80991447,99.71914507,83.7630772,70.5373498,52.71794897,-10.80943204,-9.972236117,-5.939633324,-0.616703693,6.193680743,11.34209688,12.50928868,10.98655914,6.314492883,1.756206239,-4.747629644,-9.054604352,0.663507116,1.152666667,2.756,9.297233333,112.6327667,245.3208667,86.67443333,96.9028,91.04226667,105.8621667,76.4413,24.13313333,1.718333333,2-1,4.05092581989922,2.79910893204918,2.74218165033645,99.4454931731992,-209.545773447932,15.6627221995412,37.8500000044111,10.4800000011224,20.6200000084787,16.4099999983262,31216.8652301428,48633.8597510291,791.259145748908,31.012820515288,43.9500005216344,51.6423079992086,56.7961545016811,63.0294870308555,62.7910076540927,853.933966329647,52.3397734676316,47.8443190158983,26.4357958723536,34.2232960079228,55.5482963584175,515.150512888192,1.21248561397957,1284.91042277918,1166.93156295736,25.9999999994415,80.0000000260895,77.0000000112663
2,32,61.8519402,10.2221193,6866933,248696,12.37036788,9.472356663,0,0.431685733,2.158428664,1.726742931,22.23181524,68.20634578,0,1.083813003,802,920,1018,1117,1203,1271,1356,1463,1591,2170,701,1469,61.92584572,9.937997574,6876340.963,234358.8433,14.05983023,555683.7444,25.5852014,19.0386924,21.2303373,19.37831913,36.13515797,61.94569703,77.5973276,65.76081147,54.3075288,49.5101652,35.67920263,27.8425937,-11.56801841,-10.83982171,-8.466632362,-4.44653854,2.073662868,7.005944912,8.336643246,7.428734004,2.961773699,-0.940915135,-6.754321582,-9.654720995,-2.0720175,0.715883333,0.8599,2.813586667,28.87935333,157.4600133,91.79201667,81.58824,68.74282,51.63718,32.80506,4.09951,0.9301,2-32,7.77085836139448,2.34873908675565,2.80585509438085,117.501734704587,-606.920918993272,12.5483071886211,463.299999804208,34.0462765434222,22.0899999904566,60.3862396728544,126904.179684987,593757.692478306,494.011034508404,22.5548489979301,31.832219987745,38.0520475138798,41.4899784938808,46.3996769999497,61.1486437610461,522.323663106531,42.1284816204144,38.7594943007043,21.2848104945264,30.2354435287774,46.9113932317226,682.471106251282,3.65078597854326,1281.58362598046,1199.40372206253,20.0000000089202,84.0000000131616,69.9999999965449
2,464,60.7760735,11.1865339,6743879,292375,9.279623659,9.300570891,0,20.52222513,6.549646319,1.309929264,67.67967863,0,0.873286176,0.194871621,191,220,241,267,299,333,392,475,550,758,138,620,60.79145701,11.38319288,6744917.758,302983.5552,2.930700113,529688.0325,37.05087863,27.81301367,29.63148127,32.6071389,48.9287216,66.66807553,79.06556257,72.82265053,70.35388513,62.06671007,49.67116203,42.20529403,-9.365581548,-8.998254539,-4.428192178,1.144370361,7.909267459,12.91592664,14.07735494,12.5762157,7.780255144,3.160099798,-3.042915027,-7.477608868,2.187578156,5.314063333,5.90885,19.46827,132.5221733,101.95682,71.62732333,84.46166667,78.26856,75.67513333,60.46633,26.91769333,7.477393333,2-464,6.90934186227702,2.33219932001029,2.01816779910569,80.9685847486341,-86.8319154508371,10.097366983526,458.040000208345,29.1966837611189,8.21999999944031,47.7390049698137,141539.937491735,560078.398368914,618.884574267366,26.2177559960923,33.8661220111833,41.6319175133472,45.3796300024084,48.4579524925155,62.5600571650359,670.06427659504,49.4243972629988,44.5795010653168,24.8411292504461,33.2855271369661,53.6503407281166,218.024561091469,3.23611842618789,1222.77180253672,1156.42309106131,25.9999999994415,95.9999999550877,78.9999999631053
2,439,61.1784744,10.893342,6789603,279236,11.83094266,8.737219149,0,0.266624007,29.32864075,2.399616061,40.26022503,16.53068842,0,0.053536989,759,816,849,884,911,934,962,991,1031,1190,669,521,61.28704462,10.74256333,6802251.665,271910.7552,4.527673904,459886.6891,54.3146245,43.1821399,50.73230807,47.42419127,65.11370453,86.06158267,101.6932889,98.39873607,97.08755987,96.9294164,80.0264014,62.55820543,-11.01315593,-10.30328871,-7.421857348,-2.630527848,4.107865158,9.319033018,10.48259205,9.1212909,4.38973562,0.158902214,-5.714814911,-9.108626392,-0.717737682,0.253676667,0.147133333,3.167,47.08142,378.6757833,136.2550067,107.8361267,105.04186,100.79119,74.79024,11.7644,0.675166667,2-439,6.26252273660499,2.27595556857296,3.07971493357088,106.157758241613,-408.825341480937,19.4595936057257,375.059999935574,32.8937205561613,29.2099999883262,39.2191910264945,114967.656504402,503542.12903305,883.522158670131,31.2973475142043,42.4598140139262,50.0855440230328,62.4118039904953,68.8603449956356,64.2592881517304,966.479003355409,39.611475950212,35.2237710287718,20.7983609682697,28.2418036157825,44.9631154499345,1022.82574786474,3.26230882750953,1342.56419534309,1226.1683174508,21.0000000058081,78.0000000242119,77.0000000112663
174,3,68.3478546,17.4896889,7583718,602493,82.8244288,98.5292651,6.08,0.53,2.81,1.62,23.66,54.29,0,0.901499974,334,430,504,605,727,830,919,1009,1148,1541,275,1266,68.32282125,17.51878187,7580979.444,603787.3908,16.47230177,64130.94393,70.52544433,64.65600027,47.419889,44.34899977,44.2925556,57.95511093,83.94722223,86.9498889,96.67188923,113.4221111,77.08744463,81.5116667,-11.49329032,-11.00783607,-8.896806463,-4.805166656,0.829064512,6.115799996,9.119745526,8.275734776,3.819348162,-0.940555559,-5.972037038,-9.511602147,-2.038966773,7.579866667,7.808533333,4.5671,35.83106667,278.6377,226.2030333,110.8411333,95.31636667,96.11186667,81.29386667,20.93243333,11.96243333,174-3,2.77243207391009,4.60045172252731,3.50936268698869,121.172454943993,-704.210392074838,16.6924443985894,28.4300000095835,6.64814102184238,43.2199999965969,7.68637960444542,23816.2383351538,68646.4308971683,868.788222470931,30.9016670102405,41.7733334830539,51.0183339837106,60.2549994890765,67.0900004981569,63.3083153714211,977.085400329439,52.6192317213975,47.1269235041796,21.4192313352524,30.4384618754201,47.788462544442,1465.91644559046,1.19372336079571,2414.57723067495,2255.74899421857,20.0000000089202,142.000000056621,84.9999999583232
2,284,61.884285,9.0612259,6875566,188075,22.87247721,19.48677645,0,0.87427872,0.87427872,1.52998776,8.524217521,83.71218745,0,0.07778798,903,1077,1184,1286,1370,1436,1529,1611,1688,1880,423,1457,61.9668329,8.7771222,6885860.472,173910.7798,10.10757785,496342.7724,30.88279543,20.521046,21.28124197,12.54358783,23.87731323,43.90039233,56.92496023,48.21466203,42.45579543,44.30909257,35.14833737,33.47196113,-10.88056788,-10.41998651,-8.51948134,-5.120241349,1.110639081,5.737105073,7.20020967,6.555055388,2.178406929,-1.355100139,-6.67603656,-9.197185105,-2.448931895,0.59667,0.935293333,2.590463333,20.14125333,156.88765,99.55900333,63.77878667,53.29990333,43.51706333,31.10937667,3.84798,1.147906667,2-284,6.2832924401136,3.0197796267898,2.73863074757773,108.576118868582,-618.357265665118,12.5254800307214,457.520000179778,34.3155603218357,20.5400000102615,39.4797638879888,118048.468604696,533768.935904434,413.531185500162,19.4153595073183,25.4218954936147,29.665468986277,34.1637254904965,36.0673204983497,58.5257610419857,477.411349887998,47.7067274196019,42.8775500027364,23.2897604427084,31.6991864653407,51.4327772545177,849.542925374844,3.87569618378524,1166.65705359531,1084.85480961787,14.9999999984668,61.9999999972043,51.0000000140594
151,15,65.4375687,13.9860363,7257601,452970,7.860582259,8.230666169,1.6,0,4.95,2.16,25.86,55.51,0,0.16648481,599,678,730,774,827,874,917,986,1083,1692,345,1347,65.32669412,14.12081158,7245201.803,459028.2484,9.002538613,1134281.214,90.06607777,68.78714283,69.76845373,43.80985127,39.32908863,51.06575013,80.71037353,75.99080367,105.2312185,105.3408554,85.78676927,94.64920643,-11.56104126,-10.51418911,-7.784063881,-3.756594131,1.793927949,7.031607438,9.145550931,8.280212072,3.98793239,-0.060411763,-6.052101374,-9.458458951,-1.578969141,2.93378,6.6727,3.30281,14.14720333,301.6341067,283.5378567,104.82814,83.14719,103.4112933,75.70083,20.93337333,10.21654,151-15,8.21901744347867,2.22253122023318,3.48867085092281,110.548172640843,-471.649278174383,17.367616609656,653.359999967319,31.4916016185725,42.4599999883188,67.5522477362067,146382.781370083,1246602.76327037,910.535591077446,31.4313365008634,43.7258835204447,53.3217360042637,61.3417044975159,69.2791084930865,53.3127821703799,1010.46582360492,39.587166165374,35.9372480230332,20.4317862969006,27.5727475966978,43.133862004643,1478.05394575542,4.46336648694038,1907.98757131277,1736.0738541005,21.0000000058081,104.99999998346,73.9999999848915
111,9,62.9002838,8.6048994,6990631,175363,40.54184012,27.88198587,0,3.052008295,6.092192389,0.929109365,35.89327294,37.14663829,0,0.024743589,147,289,409,509,577,632,701,787,910,1421,28,1393,62.909968,8.77710466,6990744.133,184244.5692,18.93481239,283175.5883,113.3757836,91.86174027,100.5879409,78.0421323,59.80754857,79.28455823,113.6997796,107.1374506,161.7477447,147.9608574,129.3625734,148.456642,-5.537148958,-5.213884236,-3.318262988,-0.440437091,5.418663812,9.126341499,10.41611321,10.12991935,6.265350483,3.088332557,-1.807267158,-4.073366544,2.004529495,43.32284,33.8594,51.65326,136.4785633,344.8675667,187.9967967,142.5738467,125.6108867,176.9719167,145.44505,81.08809333,66.41964333,111-9,4.91906742365443,3.36321807447221,3.94058001997499,27.1845888264093,-36.5369599229711,18.5706102942257,137.43000005954,18.1019189501965,61.1899999709684,24.1972243184583,61611.9177021742,294491.35299622,1331.32475117674,40.7647059991974,62.5922795106861,75.3816179858213,85.0323530339306,95.6275734806002,56.0465723940645,1536.28786306806,47.9816223554218,44.5278386404591,22.9583787494392,34.6029735111606,49.4448659190898,1989.35806445038,2.23057493582926,2142.84619925144,2060.50780976544,20.0000000089202,134.000000006578,97.0000000481718
19,107,58.4353561,8.7026892,6494410,132635,7.469855456,3.830695105,0,2.508780733,0,5.017561465,85.29854491,0,0,1.966089014,40,53,64,76,84,95,104,116,131,204,18,186,58.49505842,8.700900261,6501011.172,133256.6321,6.805871447,30482.66185,114.2255,72.446,88.54616667,60.84033333,85.03391667,73.36441667,91.01091667,113.1616667,137.6663333,163.2023333,143.3,102.3058333,-2.47811828,-2.876876232,-0.158846774,3.858863889,9.594177419,14.14103056,15.6719328,14.71116129,10.94881944,7.105532258,2.543911111,-0.71680914,6.028731528,76.18433333,48.93916667,92.76233333,152.9683333,113.2638333,78.01083333,96.393,119.2785,145.2148333,171.0963333,137.4413333,83.08716667,19-107,4.17172408706815,1.57499037138852,2.91541533604206,8.27641685424652,-0.0040080690759893,10.642548252181,39.3199999890311,13.8758107172833,24.7799999950193,17.4032818586246,48914.8749298108,45920.6910555807,1245.10341661092,52.4150000050037,78.0774999883186,87.7225000074057,99.7787500205756,112.068749971026,64.9224976732417,1314.64000016691,91.0505431901125,80.8671495357648,39.67834000539,55.5288818451,87.746932634253,760.008166790793,0.803845456148764,1167.87108282171,775.245723747866,41.0000000121234,122.000000032543,126.000000006114
3,22,59.551609,10.8561039,6608781,265842,3.287693482,3.340892406,0,19.71332153,1.002372281,2.338868656,71.16843196,0,1.670620468,0.563176483,94,110,122,138,153,169,184,202,227,347,47,300,59.69753853,10.9739009,6624790.273,273429.8374,6.018569218,460040.477,50.75416913,38.12088053,49.13442577,43.031416,59.1439575,69.58934197,79.24533983,84.9712264,92.1481606,102.2592755,81.45807097,56.1287511,-5.510932512,-5.576338852,-1.770959114,3.122525068,9.697350324,14.29927983,15.48291438,14.23171577,9.641569691,5.346263175,-0.024507608,-3.856934947,4.5901621,29.74377,21.56157667,52.97803,121.4787233,70.71202,76.82968667,87.99343,92.832,99.2561,108.5554233,76.15682333,36.85275333,3-22,7.9156749104851,1.468079950477,2.69711626255883,31.0955549923247,-5.55425231030131,8.40904394090077,299.289999997765,34.2807040591401,19.6199999973078,62.6579092884834,142320.062287825,529181.668182341,805.985015384952,33.854682511411,47.6757524849453,55.764381488916,61.1540135203619,67.5861209784459,61.0075826996786,874.950336971522,102.314287606177,92.4116902960144,43.483117616764,65.1116896102249,99.4896116314678,329.360168480314,2.10293611872691,1768.12345279258,1537.10607427631,34.9999999828705,66.9999999738053,75.9999999782389
19,79,59.2348442,8.0364056,6586966,103121,105.4,108.57,0,3.8,4.6,0.32,69.41,17.27,0,0.027844959,503,559,605,615,659,735,805,876,933,1063,362,701,59.25096375,8.014316794,6588883.179,102070.5737,12.95167033,10380.93314,71.63999997,50.2552382,53.9042853,41.82285707,70.4014282,69.7490475,83.5914282,98.11428553,102.3876189,114.973333,91.17047637,66.6080949,-7.05058373,-7.280207018,-4.881889429,-0.936333328,4.849784943,9.955698411,11.42674347,10.32655913,6.378428569,2.67726574,-2.266253964,-5.44542242,1.479482531,7.261333333,11.363,12.48,100.9693333,307.842,101.5943333,90.55133333,106.9753333,109.991,116.802,40.16133333,18.518,19-79,2.36008474431294,4.6965636144173,2.80839318263331,53.0014142249365,-116.349311124628,17.5454267545706,6.3100000028198,4.52999999775791,22.1499999891211,5.5700000003387,13063.513667029,10600.7692794516,914.61809350594,35.2714284904517,51.785714998316,56.6857139821394,68.3142850332667,75.6571434951229,62.5053378065272,1024.50899957644,58.831183914106,52.6978503819988,26.4225810669605,38.4602156781068,59.9440871549223,1050.96714638283,0.483024717350609,1679.99513069959,1645.15580664504,30.9999999849605,91.9999999954883,69.0000000277891
42,16,59.8584785,6.062705,6669451,383,91.13486933,57.76139367,0,0,2.91,6.79,6.65,75.21,0,1.084668166,538,590,629,665,685,709,733,757,802,961,387,574,59.84495078,6.08095963,6667784.577,1209.700402,16.99944144,15752.66932,231.7633332,169.0333329,206.3828573,110.7690473,111.4733334,143.455238,155.0380949,191.2680957,299.4047622,303.5704761,289.7947619,284.6442856,-4.160506918,-4.421089605,-3.060706617,-0.288682541,4.892027646,8.871111129,10.17253457,10.02044547,6.840301591,3.938648245,-0.329222191,-3.011182799,2.455306498,96.12633333,68.82433333,71.21566667,179.0006667,506.835,300.8956667,183.52,204.0633333,310.5036667,310.852,229.284,168.9576667,42-16,2.21738108376034,4.07348506902985,4.77758647608561,19.5460332954391,-28.6724700208201,22.5129962466128,7.22000000068781,3.87455433163481,109.050000038425,4.91677887061817,14113.9384834073,20313.3554571738,2496.5976177031,69.6142860070732,101.357143004639,130.007142987007,149.10000048149,176.74285700931,59.581436474128,2630.07833263466,39.0905824138766,36.7950143729186,20.8595571766753,27.8030475558657,46.5587267679459,4421.55333238483,0.511551046457005,2813.48413507461,2181.81015594557,29.0000000003923,283.999999954218,186.000000053345
114,1,63.2252464,8.1301756,7029171,155202,38.66445117,26.23929742,0,1.71,13.52,0.43,39.1,42.08,0,0.012817469,46,60,81,159,212,286,375,463,586,891,30,861,63.19763914,8.102554962,7026242.193,153472.0137,17.23032442,27677.87783,121.265625,98.74208333,100.0845833,82.50958333,60.425625,71.155,105.57125,105.0083333,174.20375,166.6870833,140.3889583,156.7608333,-2.492264785,-2.378354372,-0.976424731,1.500201389,6.493219086,9.792881944,11.14995968,11.12288306,7.818819444,5.014307796,0.7998125,-1.219334677,3.885475528,86.89306667,65.12866667,96.4456,151.2884667,178.5425333,97.9704,113.043,112.6262,184.8896,169.7856,117.7587333,116.4285333,114-1,2.80646167778447,3.30466068873136,3.61470324136848,5.65656951881151,-0.930928469948513,13.3619808898232,16.4599999959027,6.27521575692217,47.230000004344,7.8762271488728,18939.2929689802,27878.8593166357,1382.80270884221,40.0718750134103,59.4406249905448,68.0687500107644,79.0500000272343,86.7156250264084,63.9246414982745,1490.80040012317,39.1790704061157,36.8106981675008,20.7227910809816,27.304186470454,47.0218614123209,1776.96416688148,0.869092633138726,1693.73385926946,1681.52356103985,21.0000000058081,115.999999987662,93.9999999746197
16,189,59.5447617,8.0158796,6621475,105579,17.38,10.48,0,0.29,5.53,4.98,87.94,0.49,0,1.46,651,673,694,717,734,744,763,794,849,1021,526,495,59.51966248,8.078246902,6618331.196,108881.7572,10.99016844,43945.00974,68.40313743,48.42539203,55.9141178,40.15411723,70.15470567,79.49999997,87.7246078,102.4823529,102.5281375,110.7105883,85.72078397,66.24950973,-7.341148018,-7.433872192,-5.085888687,-1.001218961,4.913352314,10.08006209,11.52536686,10.4221031,6.377130724,2.661859581,-2.448918313,-5.737672361,1.410929678,6.673066667,8.7781,11.34256667,95.834,310.6630333,92.64163333,93.59003333,108.0403333,109.5675,107.0955333,39.32163333,21.58516667,16-189,3.52420203821287,2.44060639089142,2.8335255536736,55.2624557669909,-131.552938112701,17.6256356849902,34.889999993068,8.329999998511,22.7499999909692,12.4200000061438,40384.7186032921,61711.536516973,917.967450481458,34.107353015584,49.6367650002766,56.524999990728,67.2632355318665,72.8514700082687,54.3984954331195,1005.13259991122,39.2190759183377,36.0078039013033,20.4867055701824,27.2352605629678,44.1364169560799,891.238332964585,0.863940646256652,1768.74567295024,1259.53023114294,29.0000000003923,89.9999999702762,71.999999998844
180,1,68.2036438,13.736783,7566105,447659,60.50840398,64.27099195,0,0,5.94,3.78,24.97,58.57,0,1.767085159,113,166,207,237,260,283,306,344,399,722,68,654,68.19621703,13.76650181,7565250.451,448861.2033,13.99599267,12259.39323,133.694762,105.8438095,94.89428573,69.4657144,46.4523808,45.6961905,65.3247615,67.81857143,114.6319049,162.3147621,135.0557144,151.0952377,-2.116067592,-2.290109073,-1.820261126,0.202301597,4.392227317,7.960253964,10.41858678,10.47258064,7.12606349,3.921274965,0.896079362,-1.120322574,3.170217313,102.6066667,88.09466667,95.854,124.5956667,115.9416667,52.11,68.325,71.488,120.2683333,163.9966667,124.9253333,121.071,180-1,2.20798336959464,4.17854771017221,3.56949533480798,5.24459956623692,-6.03116323360487,10.7676212182636,7.52000000028765,3.67220073992653,45.4800000053514,4.87519056040652,13296.5771507319,14329.2319637903,1192.28809516798,35.2642855150581,51.5285710238568,61.2142860214271,71.9357144987274,77.5571434887611,66.2193987834624,1249.2770000518,40.6218280568096,36.883756836507,21.307106935345,27.3954319406338,45.9700515867292,1582.97333477795,0.565559084505297,1905.4829738354,1630.23846231601,18.000000001869,78.9999999631053,73.9999999848915
12,150,60.4861107,8.8188047,6721504,160638,19.49442181,23.66691209,0,0.113453005,14.71863655,12.59580476,71.60397338,0.025211779,0,4.718339205,860,877,902,912,933,962,986,1004,1023,1085,840,245,60.48676961,8.785025137,6721675.609,158712.6656,5.529896809,27765.3774,36.8422217,24.94041643,32.2947221,27.94777767,44.1505554,62.69972193,76.24486097,67.21083313,58.2256943,57.12416673,48.6154165,38.6955556,-9.412759849,-8.893689454,-6.515891583,-2.164870361,4.08709677,9.2258889,10.65063619,9.601666659,5.222740739,1.177320795,-4.686995358,-7.735201624,0.046328485,2.333,1.9701,5.091166667,61.68216667,232.7153333,75.63296667,86.17843333,77.56096667,65.31956667,48.10873333,10.28416667,5.372766667,12-150,3.1219189302265,3.20546275408116,2.25521424429916,79.0977121041908,-276.644186735549,15.2550101048803,24.7799999950193,6.15226497109512,11.4699999983795,9.74637780690659,30127.9960563375,42516.461528418,574.991942697976,25.3875000023737,34.1645834890723,39.8250000081198,42.5916664968863,49.7999995004758,57.2987557600135,672.24936664065,45.4150384686024,41.0669179777232,20.6857146808879,29.5154140483955,46.0793241317344,391.303334979447,0.822490813008105,1715.75712073974,1120.4752784112,18.9999999968376,72.9999999891675,71.999999998844
